full_name,selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
Honda City i DTec VX Option,8.0,2016.0,Individual,122000,Diesel,Manual,26.0,1498.0,98.6,5.0
Toyota Etios Cross 1.4 GD,5.0,2017.0,Dealer,61000,Diesel,Manual,23.59,1364.0,67.04,5.0
Mahindra Bolero Power Plus ZLX,7.65,2018.0,Dealer,32525,Diesel,Manual,16.5,1493.0,70.0,7.0
Maruti Swift Dzire VDI,7.1,2018.0,Individual,20000,Diesel,Manual,28.4,1248.0,74.02,5.0
Ford Figo Diesel EXI,3.25,2012.0,Dealer,62230,Diesel,Manual,20.0,1399.0,68.05,5.0
Maruti Alto LXi,1.3,2009.0,Individual,68000,Petrol,Manual,19.7,796.0,46.3,5.0
Maruti Alto LXi BSIII,1.4,2008.0,Individual,35000,Petrol,Manual,19.7,796.0,46.3,5.0
Honda City Corporate Edition,4.5,2013.0,Dealer,38000,Petrol,Manual,16.8,1497.0,116.3,5.0
Hyundai i10 Magna,2.5,2012.0,Dealer,45160,Petrol,Manual,20.36,1197.0,78.9,5.0
Hyundai Getz GLS,0.98,2005.0,Dealer,50000,Petrol,Manual,15.3,1341.0,83.0,5.0
Honda City i DTEC V,5.11,2014.0,Dealer,35000,Diesel,Manual,26.0,1498.0,98.6,5.0
Hyundai i10 Sportz AT,3.7,2013.0,Dealer,61500,Petrol,Automatic,16.95,1197.0,78.9,5.0
Mahindra Bolero Power Plus SLE,6.2,2018.0,Individual,45000,Diesel,Manual,16.5,1493.0,70.0,7.0
Maruti Swift LDI BSIV,5.5,2015.0,Individual,50000,Diesel,Manual,25.2,1248.0,74.0,5.0
Hyundai Xcent 1.2 CRDi E,3.8,2018.0,Individual,100000,Diesel,Manual,25.4,1186.0,73.97,5.0
Honda Amaze S i-DTEC,5.49,2019.0,Dealer,47001,Diesel,Manual,25.8,1498.0,98.6,5.0
Ford Figo Diesel Titanium,2.1,2010.0,Individual,80000,Diesel,Manual,20.0,1399.0,68.0,5.0
Ford Figo Diesel EXI,2.4,2014.0,Individual,88000,Diesel,Manual,20.0,1399.0,68.05,5.0
Datsun RediGO AMT 1.0 S,3.49,2018.0,Dealer,14001,Petrol,Automatic,23.0,999.0,67.0,5.0
Hyundai Grand i10 AT Asta,4.75,2015.0,Dealer,69000,Petrol,Automatic,18.9,1197.0,82.0,5.0
Hyundai Santro Xing GLS,1.5,2008.0,Dealer,70000,Petrol,Manual,17.92,1086.0,62.1,5.0
Toyota Innova Crysta 2016-2020 2.4 G Plus MT 8S BSIV,15.26,2019.0,Individual,50000,Diesel,Manual,13.68,2393.0,147.8,8.0
Maruti Swift Dzire VDI,6.48,2017.0,Individual,70000,Diesel,Manual,28.4,1248.0,74.02,5.0
Honda City i VTEC V,7.85,2016.0,Individual,80000,Petrol,Manual,17.8,1497.0,117.3,5.0
Maruti Swift VXI Optional,4.6,2015.0,Individual,25000,Petrol,Manual,20.4,1197.0,81.8,5.0
Renault KWID Climber 1.0 AMT,3.7,2018.0,Dealer,25000,Petrol,Automatic,24.04,999.0,67.0,5.0
Ford Ecosport 2015-2021 1.5 Diesel Titanium,5.25,2015.0,Dealer,142000,Diesel,Manual,21.7,1498.0,98.96,5.0
Hyundai Xcent 1.2 Kappa S Option,5.25,2014.0,Dealer,54000,Petrol,Manual,19.1,1197.0,81.86,5.0
Volkswagen Vento 1.2 TSI Highline AT,11.5,2019.0,Dealer,10000,Petrol,Automatic,18.19,1197.0,103.2,5.0
Maruti Eeco 5 Seater Standard BSIV,3.22,2019.0,Individual,15000,Petrol,Manual,15.37,1196.0,73.0,5.0
Skoda Rapid 1.6 MPI Ambition Plus,4.5,2014.0,Individual,20000,Petrol,Manual,15.0,1598.0,103.6,5.0
Maruti Swift Dzire VXI,5.0,2016.0,Individual,40000,Petrol,Manual,20.85,1197.0,83.14,5.0
Hyundai i20 Petrol Magna Era,5.35,2018.0,Individual,25000,Petrol,Manual,18.6,1197.0,81.86,5.0
Honda City 1.5 V AT,4.0,2011.0,Individual,17000,Petrol,Automatic,16.8,1497.0,118.0,5.0
Hyundai i20 1.2 Asta Option,6.99,2018.0,Dealer,1493,Petrol,Manual,18.6,1197.0,81.83,5.0
Hyundai i10 Sportz 1.1L,3.99,2016.0,Dealer,48000,Petrol,Manual,19.81,1086.0,68.05,5.0
Hyundai i20 1.2 Asta,5.35,2017.0,Dealer,30000,Petrol,Manual,17.0,1197.0,80.0,5.0
Maruti Alto 800 LXI,2.15,2015.0,Dealer,48000,Petrol,Manual,22.74,796.0,47.3,5.0
Mahindra Thar 4X4,7.0,2015.0,Dealer,58376,Diesel,Manual,16.55,2498.0,105.0,7.0
Audi Q3 2.0 TDI Quattro Premium Plus,16.1,2013.0,Dealer,35000,Diesel,Automatic,15.73,1968.0,174.33,5.0
Honda City i VTEC VX,10.25,2019.0,Dealer,21000,Petrol,Manual,17.8,1497.0,117.3,5.0
Mahindra Bolero SLE,4.45,2012.0,Dealer,68000,Diesel,Manual,13.6,2523.0,63.0,7.0
Kia Seltos GTX Plus,15.6,2019.0,Individual,5000,Petrol,Manual,16.1,1353.0,138.0,5.0
Hyundai Elantra 2.0 SX AT,15.75,2018.0,Individual,13000,Petrol,Automatic,14.62,1999.0,149.92,5.0
Mahindra Scorpio 1.99 S10,12.0,2017.0,Individual,51000,Diesel,Manual,15.4,1997.0,120.0,7.0
Hyundai i20 Magna,2.35,2009.0,Dealer,71000,Petrol,Manual,20.35,1197.0,81.86,5.0
Honda City i VTEC VX Option BL,5.75,2017.0,Dealer,55000,Petrol,Manual,17.8,1497.0,117.3,5.0
Ford Freestyle Titanium Plus Diesel BSIV,8.0,2019.0,Individual,10000,Diesel,Manual,24.4,1498.0,98.63,5.0
Hyundai EON LPG Era Plus,2.1,2013.0,Individual,25000,LPG,Manual,21.1,814.0,55.2,5.0
Ford Fiesta 1.4 Duratorq ZXI,1.6,2007.0,Individual,90000,Diesel,Manual,17.8,1399.0,68.0,5.0
Maruti Ertiga SHVS ZDI,8.0,2017.0,Individual,60000,Diesel,Manual,24.52,1248.0,88.5,7.0
Honda Mobilio E i DTEC,5.5,2015.0,Dealer,54000,Diesel,Manual,24.2,1498.0,98.6,7.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,8.3,2015.0,Individual,165000,Diesel,Manual,12.99,2494.0,100.6,7.0
Maruti Ritz ZXI,2.25,2011.0,Dealer,56787,Petrol,Manual,21.1,1197.0,85.8,5.0
Hyundai i20 1.2 Sportz Option,3.25,2013.0,Dealer,35000,Petrol,Manual,17.0,1197.0,80.0,5.0
Maruti Vitara Brezza VDi,7.25,2016.0,Dealer,64000,Diesel,Manual,24.3,1248.0,88.5,5.0
Maruti Swift Dzire VXI 1.2 BS IV,6.25,2018.0,Dealer,47230,Petrol,Manual,22.0,1197.0,81.8,5.0
Maruti Ciaz Delta BSIV,7.25,2018.0,Dealer,23167,Petrol,Manual,21.56,1462.0,103.25,5.0
Maruti Ignis 1.2 Delta BSIV,4.25,2017.0,Individual,22115,Petrol,Manual,20.89,1197.0,81.8,5.0
Maruti Swift VXI Optional,6.32,2019.0,Dealer,38000,Petrol,Manual,20.4,1197.0,81.8,5.0
Maruti Wagon R LXI,1.75,2007.0,Dealer,53000,Petrol,Manual,21.79,998.0,67.05,5.0
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,18.49,2018.0,Dealer,27000,Diesel,Automatic,11.36,2755.0,171.5,7.0
Hyundai i20 Magna,2.7,2011.0,Dealer,62540,Petrol,Manual,18.5,1197.0,80.0,5.0
Mahindra XUV500 AT W10 1.99 mHawk,13.5,2017.0,Individual,20000,Diesel,Automatic,16.0,1997.0,140.0,7.0
Hyundai EON Magna Plus,2.5,2016.0,Individual,50000,Petrol,Manual,21.1,814.0,55.2,5.0
Maruti Alto LX,1.56,2011.0,Individual,15000,Petrol,Manual,19.7,796.0,46.3,5.0
Ford Figo Petrol EXI,1.5,2010.0,Individual,80000,Petrol,Manual,15.6,1196.0,70.0,5.0
Honda WR-V i-DTEC VX,8.95,2018.0,Dealer,22000,Diesel,Manual,25.5,1498.0,98.6,5.0
Mahindra Scorpio 1.99 S4 9S,6.0,2016.0,Dealer,36908,Diesel,Manual,15.4,1997.0,120.0,9.0
Toyota Platinum Etios 1.4 VXD,5.4,2016.0,Dealer,35000,Diesel,Manual,23.59,1364.0,67.04,5.0
Maruti Swift Dzire VXI,4.5,2015.0,Individual,70000,Petrol,Manual,20.85,1197.0,83.14,5.0
Volkswagen Polo Diesel Highline 1.2L,4.6,2013.0,Dealer,58000,Diesel,Manual,22.07,1199.0,73.9,5.0
Fiat Grande Punto 1.3 Dynamic (Diesel),2.75,2013.0,Individual,120000,Diesel,Manual,20.3,1248.0,75.0,5.0
Honda City S,3.95,2012.0,Dealer,47000,Petrol,Manual,16.8,1497.0,116.4,5.0
Skoda Laura 1.9 TDI MT Elegance,3.25,2011.0,Dealer,89000,Diesel,Manual,17.0,1896.0,105.0,5.0
Toyota Fortuner 3.0 Diesel,12.0,2011.0,Dealer,196777,Diesel,Manual,11.5,2982.0,171.0,7.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,5.0,2018.0,Individual,40000,Petrol,Manual,18.9,1197.0,81.86,5.0
Audi A3 35 TDI Attraction,14.95,2015.0,Dealer,22800,Diesel,Automatic,20.38,1968.0,143.0,5.0
Mahindra KUV100 NXT D75 K2 Plus,5.55,2018.0,Dealer,50000,Diesel,Manual,25.32,1198.0,77.0,6.0
Tata Zest Revotron 1.2T XE,3.0,2016.0,Individual,80000,Petrol,Manual,17.57,1193.0,88.7,5.0
BMW 3 Series 320d,9.95,2012.0,Dealer,34000,Diesel,Automatic,13.2,1995.0,170.0,5.0
Honda Amaze VX i-DTEC,5.15,2016.0,Individual,40000,Diesel,Manual,25.8,1498.0,98.6,5.0
Maruti Celerio ZXI MT BSIV,4.5,2019.0,Individual,15000,Petrol,Manual,23.1,998.0,67.04,5.0
Mahindra Bolero DI,2.5,2006.0,Individual,340000,Diesel,Manual,13.6,2523.0,63.0,7.0
Maruti Omni MPI STD BSIV,2.5,2017.0,Individual,15000,Petrol,Manual,16.8,796.0,34.2,5.0
Hyundai Xcent 1.1 CRDi SX Option,3.75,2015.0,Individual,167500,Diesel,Manual,24.4,1120.0,71.0,5.0
Maruti Alto 800 VXI Optional,3.25,2016.0,Dealer,16000,Petrol,Manual,24.7,796.0,47.3,5.0
Maruti Wagon R LXI DUO BSIII,0.8,2006.0,Individual,90000,LPG,Manual,17.3,1061.0,57.5,5.0
Maruti Vitara Brezza ZDi Plus,6.5,2016.0,Individual,80000,Diesel,Manual,24.3,1248.0,88.5,5.0
Honda City 2017-2020 GXi,3.0,2006.0,Individual,40000,Petrol,Manual,17.7,1497.0,78.0,5.0
Maruti Swift Dzire LDI,3.25,2013.0,Dealer,70000,Diesel,Manual,23.4,1248.0,74.0,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,7.5,2017.0,Individual,143000,Diesel,Manual,25.1,1248.0,88.5,5.0
Maruti Ertiga VDI,6.25,2015.0,Individual,80000,Diesel,Manual,20.77,1248.0,88.76,7.0
Maruti Alto 800 LXI,2.5,2017.0,Individual,20000,Petrol,Manual,24.7,796.0,47.3,5.0
Honda WR-V i-DTEC VX,6.99,2017.0,Dealer,33000,Diesel,Manual,25.5,1498.0,98.6,5.0
Ford Aspire 1.2 Ti-VCT Titanium,4.5,2015.0,Individual,30000,Petrol,Manual,18.16,1196.0,86.8,5.0
Tata Safari Storme EX,7.0,2018.0,Individual,70000,Diesel,Manual,14.1,2179.0,147.94,7.0
Tata Indigo LX DiCOR,1.7,2013.0,Dealer,52000,Diesel,Manual,16.6,1405.0,70.0,5.0
Maruti Swift Dzire Ldi BSIV,2.5,2012.0,Individual,154600,Diesel,Manual,19.3,1248.0,73.9,5.0
Hyundai i20 Active 1.4 SX,6.25,2015.0,Dealer,66392,Diesel,Manual,21.19,1396.0,88.73,5.0
Honda BRV i-DTEC VX MT,11.0,2018.0,Dealer,38000,Diesel,Manual,21.9,1498.0,98.6,7.0
Volkswagen Polo 1.5 TDI Highline,5.0,2015.0,Individual,120000,Diesel,Manual,20.14,1498.0,88.8,5.0
Hyundai Xcent 1.2 VTVT SX,5.5,2018.0,Individual,50000,Petrol,Manual,20.14,1197.0,81.86,5.0
Maruti Ciaz VDi Plus SHVS,7.0,2015.0,Individual,60000,Diesel,Manual,28.09,1248.0,88.5,5.0
BMW 3 Series 320d,29.0,2017.0,Dealer,20000,Diesel,Automatic,13.2,1995.0,170.0,5.0
Toyota Corolla Altis GL MT,8.95,2016.0,Dealer,27000,Petrol,Manual,14.28,1798.0,138.03,5.0
Mahindra Scorpio S10 7 Seater,8.5,2015.0,Individual,80000,Diesel,Manual,15.4,2179.0,120.0,7.0
Volkswagen Vento Konekt Diesel Highline,3.75,2014.0,Dealer,68000,Diesel,Manual,20.54,1598.0,103.6,5.0
Mahindra Scorpio SLE BSIV,4.65,2012.0,Individual,70000,Diesel,Manual,12.05,2179.0,120.0,8.0
Mahindra Bolero 2011-2019 SLX,4.5,2012.0,Individual,80000,Diesel,Manual,15.96,2523.0,62.1,7.0
Mahindra Quanto C4,3.5,2014.0,Dealer,60000,Diesel,Manual,17.21,1493.0,100.0,7.0
Tata Tigor 1.2 Revotron XT,5.5,2018.0,Individual,40000,Petrol,Manual,20.3,1199.0,84.0,5.0
Mahindra Bolero 2011-2019 SLE BSIII,6.25,2014.0,Dealer,56467,Diesel,Manual,15.96,2523.0,62.1,7.0
Mahindra Bolero Power Plus SLE,7.5,2018.0,Individual,20000,Diesel,Manual,16.5,1493.0,70.0,7.0
Mahindra Bolero 2011-2019 SLX,5.25,2015.0,Dealer,107107,Diesel,Manual,15.96,2523.0,62.1,7.0
Maruti Swift Dzire LXI Option,3.69,2016.0,Individual,60000,Petrol,Manual,20.85,1197.0,83.14,5.0
Datsun GO Plus T CVT,2.65,2015.0,Dealer,14000,Petrol,Automatic,18.57,1198.0,76.43,7.0
Renault KWID RXT,2.0,2015.0,Individual,30000,Petrol,Manual,25.17,799.0,53.3,5.0
Maruti Wagon R LXI,3.35,2016.0,Dealer,38000,Petrol,Manual,21.79,998.0,67.05,5.0
Maruti Swift LXI,3.15,2011.0,Dealer,94991,Petrol,Manual,18.6,1197.0,85.8,5.0
Datsun GO T Option Petrol,4.9,2019.0,Individual,3300,Petrol,Manual,19.83,1198.0,67.0,5.0
Hyundai Creta 1.6 CRDi SX Plus,8.75,2016.0,Individual,120000,Diesel,Manual,19.67,1582.0,126.2,5.0
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,19.0,2019.0,Dealer,10000,Diesel,Automatic,11.36,2755.0,171.5,7.0
Toyota Fortuner 3.0 Diesel,12.25,2010.0,Dealer,182432,Diesel,Manual,11.5,2982.0,171.0,7.0
Hyundai Creta 1.4 EX Diesel,10.0,2019.0,Individual,35000,Diesel,Manual,22.1,1396.0,88.7,5.0
Maruti Zen Estilo VXI BSIV,2.2,2013.0,Dealer,14000,Petrol,Manual,19.0,998.0,67.1,5.0
Tata Tigor 1.2 Revotron XZ Option,6.0,2018.0,Dealer,15572,Petrol,Manual,20.3,1199.0,84.0,5.0
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,5.9,2014.0,Dealer,82100,Diesel,Manual,23.0,1498.0,98.96,5.0
Tata Sumo Gold EX,4.0,2015.0,Dealer,63063,Diesel,Manual,15.3,2956.0,83.83,7.0
Toyota Etios Liva GD,3.29,2015.0,Individual,120000,Diesel,Manual,23.59,1364.0,67.04,5.0
Hyundai Creta 1.6 VTVT S,8.25,2016.0,Dealer,42530,Petrol,Manual,15.29,1591.0,121.3,5.0
Mahindra Bolero 2011-2019 SLX,4.5,2015.0,Individual,93648,Diesel,Manual,15.96,2523.0,62.1,7.0
Mahindra KUV 100 mFALCON G80 K4 Plus,3.15,2017.0,Individual,94000,Petrol,Manual,18.15,1198.0,82.0,6.0
Mahindra TUV 300 T8 AMT,7.75,2016.0,Dealer,15000,Diesel,Automatic,18.49,1493.0,100.0,7.0
Nissan Terrano XV Premium 110 PS,4.45,2014.0,Dealer,40000,Diesel,Manual,19.01,1461.0,108.5,5.0
Hyundai Creta 1.6 VTVT S,8.5,2016.0,Individual,25000,Petrol,Manual,15.29,1591.0,121.3,5.0
Jaguar XF Diesel,12.99,2012.0,Dealer,73001,Diesel,Automatic,14.74,2993.0,270.9,5.0
Volkswagen Vento New Diesel Highline,2.6,2011.0,Dealer,36000,Diesel,Manual,20.54,1598.0,103.5,5.0
Maruti Wagon R VXI,1.8,2009.0,Dealer,42000,Petrol,Manual,18.9,998.0,67.1,5.0
Mahindra Renault Logan 1.4 GLX Petrol,1.4,2010.0,Individual,110000,Petrol,Manual,15.7,1390.0,75.0,5.0
Hyundai EON 1.0 Era Plus,3.5,2018.0,Individual,20000,Petrol,Manual,20.3,998.0,68.05,5.0
Mahindra Bolero DI,3.0,2011.0,Individual,70000,Diesel,Manual,13.6,2523.0,63.0,7.0
Hyundai Verna 1.6 CRDi SX,4.75,2012.0,Dealer,65000,Diesel,Manual,23.9,1582.0,126.2,5.0
Hyundai Verna VTVT 1.6 SX Option,11.25,2017.0,Individual,10000,Petrol,Manual,17.0,1591.0,121.3,5.0
Tata Indica eLX,1.75,2015.0,Dealer,48000,Diesel,Manual,25.0,1396.0,69.0,5.0
Maruti SX4 S Cross DDiS 200 Delta,5.45,2016.0,Dealer,59000,Diesel,Manual,23.65,1248.0,88.5,5.0
Hyundai i20 Active SX Diesel,5.99,2016.0,Dealer,15000,Diesel,Manual,21.19,1396.0,88.76,5.0
Mahindra KUV100 NXT D75 K8,7.0,2020.0,Individual,35000,Diesel,Manual,25.32,1198.0,77.0,6.0
Maruti Estilo LXI,1.8,2010.0,Individual,15000,Petrol,Manual,19.5,1061.0,5.0,5.0
Maruti Wagon R LXI DUO BSIII,1.65,2010.0,Individual,78000,LPG,Manual,17.3,1061.0,57.5,5.0
Maruti Alto LXI,1.25,2011.0,Dealer,115000,Petrol,Manual,19.7,796.0,46.3,5.0
Ford Ecosport 1.5 Ti VCT AT Titanium,4.49,2013.0,Dealer,39500,Petrol,Automatic,16.5,1499.0,110.0,5.0
Maruti Swift VDI,4.0,2012.0,Individual,60000,Diesel,Manual,22.9,1248.0,74.0,5.0
Hyundai EON Era Plus,2.6,2016.0,Dealer,39000,Petrol,Manual,21.1,814.0,55.2,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,5.0,2009.0,Individual,120000,Diesel,Manual,12.8,2494.0,102.0,8.0
Hyundai Santro Xing XK eRLX EuroIII,0.6,2007.0,Individual,50000,Petrol,Manual,17.8,1086.0,63.0,5.0
Honda BRV i-DTEC VX MT,7.75,2016.0,Dealer,49393,Diesel,Manual,21.9,1498.0,98.6,7.0
Maruti Wagon R LXI DUO BSIII,2.4,2010.0,Dealer,45154,LPG,Manual,17.3,1061.0,57.5,5.0
Hyundai i20 1.4 Asta,7.5,2018.0,Individual,38000,Diesel,Manual,22.54,1396.0,88.73,5.0
Maruti Alto 800 LXI,1.7,2013.0,Individual,70000,Petrol,Manual,22.74,796.0,47.3,5.0
Honda Amaze S i-Vtech,3.3,2014.0,Individual,44000,Petrol,Manual,18.0,1198.0,86.7,5.0
Hyundai Grand i10 1.2 CRDi Magna,3.9,2017.0,Individual,30000,Diesel,Manual,24.0,1186.0,73.97,5.0
BMW X3 xDrive20d,21.75,2013.0,Dealer,73000,Diesel,Automatic,16.09,1995.0,184.0,5.0
Ford Ecosport 1.5 DV5 MT Trend,7.95,2018.0,Dealer,74435,Diesel,Manual,22.7,1498.0,89.84,5.0
Renault KWID RXT,2.4,2016.0,Individual,35000,Petrol,Manual,25.17,799.0,53.3,5.0
Hyundai i10 Era,1.5,2010.0,Individual,70000,Petrol,Manual,19.81,1086.0,68.05,5.0
Renault Duster 110PS Diesel RxL,4.15,2014.0,Individual,110000,Diesel,Manual,19.01,1461.0,108.45,5.0
Hyundai Verna VTVT 1.4 EX,7.89,2018.0,Individual,16300,Petrol,Manual,19.1,1368.0,98.6,5.0
Hyundai Santro Xing GL,1.45,2011.0,Dealer,37429,Petrol,Manual,0.0,1086.0,62.0,5.0
Maruti Celerio ZXI AT,4.6,2016.0,Dealer,24262,Petrol,Automatic,23.1,998.0,67.04,5.0
Hyundai EON Era,2.95,2013.0,Dealer,23000,Petrol,Manual,21.1,814.0,55.2,5.0
BMW 3 Series 320d GT Luxury Line,34.5,2017.0,Dealer,33000,Diesel,Automatic,19.59,1995.0,187.74,5.0
Maruti Swift VXI Optional,5.7,2017.0,Dealer,27000,Petrol,Manual,20.4,1197.0,81.8,5.0
Mahindra Bolero 2011-2019 SLE,5.0,2012.0,Individual,40000,Diesel,Manual,15.96,2523.0,62.1,7.0
Tata Bolt Revotron XT,3.75,2016.0,Individual,30000,Petrol,Manual,17.57,1193.0,88.7,5.0
Skoda Rapid 1.6 MPI Ambition,7.2,2017.0,Dealer,30000,Petrol,Manual,15.0,1598.0,105.0,5.0
Ford Figo Diesel ZXI,2.65,2014.0,Dealer,58187,Diesel,Manual,20.0,1399.0,68.05,5.0
Hyundai EON Magna Plus,2.35,2017.0,Individual,70000,Petrol,Manual,21.1,814.0,55.2,5.0
Maruti Wagon R Stingray VXI,3.65,2016.0,Dealer,29000,Petrol,Manual,20.51,998.0,67.04,5.0
Hyundai i20 Sportz 1.4 CRDi,3.9,2013.0,Individual,65000,Diesel,Manual,21.9,1396.0,88.76,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8.25,2010.0,Dealer,128787,Diesel,Manual,12.8,2494.0,102.0,8.0
Maruti Vitara Brezza ZDi,7.75,2017.0,Dealer,72000,Diesel,Manual,24.3,1248.0,88.5,5.0
Hyundai i20 Sportz 1.4 CRDi,3.2,2013.0,Individual,100000,Diesel,Manual,21.9,1396.0,88.76,5.0
Honda Brio S MT,2.75,2012.0,Dealer,60000,Petrol,Manual,19.4,1198.0,86.8,5.0
Renault Duster 85PS Diesel RxZ,7.5,2018.0,Individual,90000,Diesel,Manual,19.87,1461.0,83.8,5.0
Maruti Zen Estilo 1.1 LXI BSIII,1.1,2007.0,Dealer,63522,Petrol,Manual,18.2,1061.0,64.0,5.0
Hyundai i10 Magna,2.3,2009.0,Individual,70000,Petrol,Manual,20.36,1197.0,78.9,5.0
Volkswagen Jetta 1.9 Highline TDI,2.99,2011.0,Dealer,39256,Diesel,Automatic,15.5,1896.0,105.0,5.0
Hyundai i10 Magna,1.45,2011.0,Dealer,74953,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Swift VDI BSIV W ABS,2.0,2010.0,Individual,185000,Diesel,Manual,17.8,1248.0,5.0,5.0
Skoda Rapid 1.6 MPI Ambition BSIV,7.2,2017.0,Dealer,30000,Petrol,Manual,15.41,1598.0,103.2,5.0
Hyundai i10 Era,2.25,2011.0,Dealer,41000,Petrol,Manual,19.81,1086.0,68.05,5.0
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,15.46,2017.0,Individual,85000,Diesel,Manual,13.68,2393.0,147.8,8.0
Mahindra Scorpio VLX 2WD AIRBAG BSIII,6.25,2013.0,Dealer,56000,Diesel,Manual,12.05,2179.0,120.0,8.0
Maruti Alto K10 LXI,1.5,2011.0,Individual,70000,Petrol,Manual,20.92,998.0,67.1,5.0
Nissan Sunny Diesel XL,2.01,2012.0,Individual,85000,Diesel,Manual,21.64,1461.0,84.8,5.0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,5.95,2017.0,Dealer,135896,Diesel,Manual,22.0,1498.0,108.495,5.0
Maruti Swift Vdi BSIII,2.25,2009.0,Dealer,35000,Diesel,Manual,17.8,1248.0,75.0,5.0
Volkswagen Vento 1.5 TDI Highline AT,8.0,2016.0,Individual,50000,Diesel,Automatic,22.15,1498.0,108.6,5.0
Hyundai i10 Sportz 1.1L,3.8,2016.0,Individual,10000,Petrol,Manual,19.81,1086.0,68.05,5.0
Maruti Alto K10 VXI Airbag,3.6,2019.0,Individual,10000,Petrol,Manual,23.95,998.0,67.1,5.0
Honda Amaze VX i-VTEC,4.4,2017.0,Individual,85000,Petrol,Manual,17.8,1198.0,86.7,5.0
Maruti Swift VXI Glory Limited Edition,4.5,2016.0,Individual,60000,Petrol,Manual,20.4,1197.0,83.11,5.0
Maruti Baleno Zeta 1.2,5.6,2018.0,Individual,50000,Petrol,Manual,21.4,1197.0,83.1,5.0
Ford Ecosport 1.0 Ecoboost Titanium,5.9,2015.0,Dealer,104278,Petrol,Manual,18.88,999.0,123.37,5.0
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,7.5,2016.0,Dealer,48000,Diesel,Manual,22.54,1396.0,88.73,5.0
Maruti Celerio VXI,3.85,2016.0,Dealer,35000,Petrol,Manual,23.1,998.0,67.04,5.0
Maruti Eeco CNG 5 Seater AC BSIV,3.5,2018.0,Individual,60000,CNG,Manual,21.94,1196.0,61.7,5.0
Hyundai i10 Magna,3.5,2011.0,Individual,30000,Petrol,Manual,20.36,1197.0,78.9,5.0
Hyundai EON Era Plus,3.0,2019.0,Individual,15000,Petrol,Manual,21.1,814.0,55.2,5.0
Hyundai Grand i10 CRDi Sportz,4.25,2017.0,Individual,40000,Diesel,Manual,24.0,1120.0,70.0,5.0
Maruti Swift VDI,4.5,2015.0,Dealer,61000,Diesel,Manual,28.4,1248.0,74.0,5.0
Mahindra e2oPlus P6,4.0,2018.0,Dealer,26000,Electric,Automatic,110.0,1476.3274007038713,25.4,4.0
Maruti Alto LX,1.04,2008.0,Individual,50000,Petrol,Manual,19.7,796.0,46.3,5.0
Hyundai Creta 1.4 CRDi S,7.7,2016.0,Individual,121054,Diesel,Manual,21.38,1396.0,88.7,5.0
Chevrolet Beat PS,2.5,2015.0,Individual,25000,Petrol,Manual,18.6,1199.0,76.8,5.0
Mahindra TUV 300 T4,6.1,2017.0,Individual,40000,Diesel,Manual,18.49,1493.0,100.0,7.0
Toyota Innova 2.5 V Diesel 7-seater,3.95,2007.0,Dealer,110000,Diesel,Manual,12.8,2494.0,102.0,7.0
Hyundai Santro Xing GLS,2.0,2014.0,Individual,40000,Petrol,Manual,17.92,1086.0,62.1,5.0
Hyundai Creta 1.6 VTVT E Plus,8.4,2017.0,Dealer,15000,Petrol,Manual,15.29,1591.0,121.3,5.0
Ford Freestyle Titanium Plus Petrol BSIV,7.25,2018.0,Individual,20000,Petrol,Manual,19.0,1194.0,94.68,5.0
BMW X1 sDrive20d,11.5,2010.0,Dealer,106271,Diesel,Automatic,17.05,1995.0,184.0,5.0
Maruti Wagon R VXI,3.6,2016.0,Individual,11799,Petrol,Manual,20.51,998.0,67.04,5.0
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,5.55,2019.0,Individual,11000,Petrol,Manual,23.84,1199.0,84.0,5.0
Chevrolet Sail LS ABS,3.0,2013.0,Individual,50000,Diesel,Manual,22.1,1248.0,74.0,5.0
Maruti Swift Dzire ZDI,3.8,2012.0,Individual,61000,Diesel,Manual,23.4,1248.0,74.0,5.0
Hyundai i10 Sportz,1.99,2010.0,Dealer,35000,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Swift VXI 2018,5.5,2018.0,Individual,26000,Petrol,Manual,22.0,1197.0,81.8,5.0
BMW 5 Series 520d Sport Line,42.0,2017.0,Dealer,44000,Diesel,Automatic,22.48,1995.0,187.74,5.0
Hyundai Grand i10 CRDi Magna,2.4,2014.0,Individual,80000,Diesel,Manual,24.0,1120.0,70.0,5.0
Mahindra Thar CRDe ABS,9.0,2018.0,Dealer,19000,Diesel,Manual,16.55,2498.0,105.0,6.0
